|micro_category|macro_category|human_strings
1626|Fuel/Gasoline|Transportation|Added 10 liters of gas
1627|Fuel/Gasoline|Transportation|Added 20 liters of gas
1628|Fuel/Gasoline|Transportation|Added 30 liters of gas
1629|Fuel/Gasoline|Transportation|Added 40 liters of gas
1630|Fuel/Gasoline|Transportation|Added 50 liters of gas
1631|Fuel/Gasoline|Transportation|Gas bill
1632|Fuel/Gasoline|Transportation|Petrol bill
1633|Fuel/Gasoline|Transportation|Fuel bill
1634|Fuel/Gasoline|Transportation|Fuel expense report
1635|Fuel/Gasoline|Transportation|Gas expense tracker
1636|Fuel/Gasoline|Transportation|Petrol expense tracker
1637|Fuel/Gasoline|Transportation|Fuel expense tracker
1638|Fuel/Gasoline|Transportation|Tracking gas expenses
1639|Fuel/Gasoline|Transportation|Tracking petrol expenses
1640|Fuel/Gasoline|Transportation|Tracking fuel expenses
1641|Fuel/Gasoline|Transportation|Gas expenses this month
1642|Fuel/Gasoline|Transportation|Petrol expenses this month
1643|Fuel/Gasoline|Transportation|Fuel expenses this month
1644|Fuel/Gasoline|Transportation|Gas expenses this week
1645|Fuel/Gasoline|Transportation|Petrol expenses this week
1646|Fuel/Gasoline|Transportation|Fuel expenses this week
1647|Fuel/Gasoline|Transportation|Gas expenses this year
1648|Fuel/Gasoline|Transportation|Petrol expenses this year
1649|Fuel/Gasoline|Transportation|Fuel expenses this year
1650|Fuel/Gasoline|Transportation|Gas at the corner station
1651|Fuel/Gasoline|Transportation|Petrol at the highway station
1652|Fuel/Gasoline|Transportation|Fuel at the local station
1653|Fuel/Gasoline|Transportation|Gas at Shell - $50
1654|Fuel/Gasoline|Transportation|Petrol at BP - £40
1655|Fuel/Gasoline|Transportation|Fuel at Esso - €30
1656|Fuel/Gasoline|Transportation|Unleaded gasoline purchase
1657|Fuel/Gasoline|Transportation|Premium gasoline purchase
1658|Fuel/Gasoline|Transportation|Super unleaded gasoline
1659|Fuel/Gasoline|Transportation|Regular gasoline
1660|Fuel/Gasoline|Transportation|Mid-grade gasoline
1661|Fuel/Gasoline|Transportation|Stopped for gas
1662|Fuel/Gasoline|Transportation|Ran out of gas
1663|Fuel/Gasoline|Transportation|Almost out of gas
1664|Fuel/Gasoline|Transportation|Refueled the vehicle
1665|Fuel/Gasoline|Transportation|Refilling the tank
1666|Fuel/Gasoline|Transportation|Top up fuel
1667|Fuel/Gasoline|Transportation|Completed fuel fill-up
1668|Fuel/Gasoline|Transportation|Fuel purchase confirmation
1669|Fuel/Gasoline|Transportation|Fuel payment confirmation
1670|Fuel/Gasoline|Transportation|Fuel cost summary
1671|Fuel/Gasoline|Transportation|Fuel expense overview
1672|Fuel/Gasoline|Transportation|Car fuel expenses
1673|Fuel/Gasoline|Transportation|Truck fuel expenses
1674|Fuel/Gasoline|Transportation|Motorcycle fuel expenses
1675|Fuel/Gasoline|Transportation|Bicycle fuel expenses (haha)
1676|Fuel/Gasoline|Transportation|Boat fuel expenses
1677|Fuel/Gasoline|Transportation|Plane fuel expenses (haha)
1678|Fuel/Gasoline|Transportation|Gas is too expensive!
1679|Fuel/Gasoline|Transportation|Petrol prices are outrageous!
1680|Fuel/Gasoline|Transportation|Fuel costs are skyrocketing!
1681|Fuel/Gasoline|Transportation|Gotta get gas soon!
1682|Fuel/Gasoline|Transportation|Running low on petrol!
1683|Fuel/Gasoline|Transportation|Need more fuel!
1684|Fuel/Gasoline|Transportation|Fuel stop needed!
1685|Fuel/Gasoline|Transportation|Out of gas... again.
1686|Fuel/Gasoline|Transportation|Fueling up the car.
1687|Fuel/Gasoline|Transportation|Getting gas for the road trip.
1688|Fuel/Gasoline|Transportation|Filling up before the long drive.
1689|Fuel/Gasoline|Transportation|Replenishing the fuel supply.
1690|Fuel/Gasoline|Transportation|Fueling the vehicle for the commute.
1691|Public Transport|Transportation|bus ticket
1692|Public Transport|Transportation|one way bus ticket
1693|Public Transport|Transportation|round trip bus ticket
1694|Public Transport|Transportation|bus fare
1695|Public Transport|Transportation|bus pass
1696|Public Transport|Transportation|monthly bus pass
1697|Public Transport|Transportation|weekly bus pass
1698|Public Transport|Transportation|daily bus pass
1699|Public Transport|Transportation|bus ticket to the city center
1700|Public Transport|Transportation|bus ticket to the airport
1701|Public Transport|Transportation|train ticket
1702|Public Transport|Transportation|one way train ticket
1703|Public Transport|Transportation|round trip train ticket
1704|Public Transport|Transportation|train fare
1705|Public Transport|Transportation|train pass
1706|Public Transport|Transportation|monthly train pass
1707|Public Transport|Transportation|weekly train pass
1708|Public Transport|Transportation|daily train pass
1709|Public Transport|Transportation|train ticket to the city center
1710|Public Transport|Transportation|train ticket to the airport
1711|Public Transport|Transportation|subway ticket
1712|Public Transport|Transportation|one way subway ticket
1713|Public Transport|Transportation|round trip subway ticket
1714|Public Transport|Transportation|subway fare
1715|Public Transport|Transportation|subway pass
1716|Public Transport|Transportation|monthly subway pass
1717|Public Transport|Transportation|weekly subway pass
1718|Public Transport|Transportation|daily subway pass
1719|Public Transport|Transportation|subway ticket to the city center
1720|Public Transport|Transportation|subway ticket to the airport
1721|Public Transport|Transportation|bus ride
1722|Public Transport|Transportation|train ride
1723|Public Transport|Transportation|subway ride
1724|Public Transport|Transportation|public transport
1725|Public Transport|Transportation|public transportation
1726|Public Transport|Transportation|pt
1727|Public Transport|Transportation|transit
1728|Public Transport|Transportation|transport
1729|Public Transport|Transportation|travel
1730|Public Transport|Transportation|commute
1731|Public Transport|Transportation|bus to work
1732|Public Transport|Transportation|train to work
1733|Public Transport|Transportation|subway to work
1734|Public Transport|Transportation|bus to home
1735|Public Transport|Transportation|train to home
1736|Public Transport|Transportation|subway to home
1737|Public Transport|Transportation|bus to school
1738|Public Transport|Transportation|train to school
1739|Public Transport|Transportation|subway to school
1740|Public Transport|Transportation|bus to the mall
1741|Public Transport|Transportation|expensive bus ticket
1742|Public Transport|Transportation|cheap bus ticket
1743|Public Transport|Transportation|late bus
1744|Public Transport|Transportation|early bus
1745|Public Transport|Transportation|missed the bus
1746|Public Transport|Transportation|crowded bus
1747|Public Transport|Transportation|empty bus
1748|Public Transport|Transportation|comfortable bus
1749|Public Transport|Transportation|uncomfortable bus
1750|Public Transport|Transportation|long bus ride
1751|Public Transport|Transportation|expensive train ticket
1752|Public Transport|Transportation|cheap train ticket
1753|Public Transport|Transportation|late train
1754|Public Transport|Transportation|early train
1755|Public Transport|Transportation|missed the train
1756|Public Transport|Transportation|crowded train
1757|Public Transport|Transportation|empty train
1758|Public Transport|Transportation|comfortable train
1759|Public Transport|Transportation|uncomfortable train
1760|Public Transport|Transportation|long train ride
1761|Public Transport|Transportation|expensive subway ticket
1762|Public Transport|Transportation|cheap subway ticket
1763|Public Transport|Transportation|late subway
1764|Public Transport|Transportation|early subway
1765|Public Transport|Transportation|missed the subway
1766|Public Transport|Transportation|crowded subway
1767|Public Transport|Transportation|empty subway
1768|Public Transport|Transportation|comfortable subway
1769|Public Transport|Transportation|uncomfortable subway
1770|Public Transport|Transportation|long subway ride
1771|Public Transport|Transportation|bus ticket from A to B
1772|Public Transport|Transportation|train ticket from A to B
1773|Public Transport|Transportation|subway ticket from A to B
1774|Public Transport|Transportation|bus from A to B
1775|Public Transport|Transportation|train from A to B
1776|Public Transport|Transportation|subway from A to B
1777|Public Transport|Transportation|A to B bus
1778|Public Transport|Transportation|A to B train
1779|Public Transport|Transportation|A to B subway
1780|Public Transport|Transportation|travel from A to B
1781|Public Transport|Transportation|return bus ticket
1782|Public Transport|Transportation|return train ticket
1783|Public Transport|Transportation|return subway ticket
1784|Public Transport|Transportation|round trip bus
1785|Public Transport|Transportation|round trip train
1786|Public Transport|Transportation|round trip subway
1787|Public Transport|Transportation|bus return
1788|Public Transport|Transportation|train return
1789|Public Transport|Transportation|subway return
1790|Public Transport|Transportation|return journey
1791|Public Transport|Transportation|single bus ticket
1792|Public Transport|Transportation|single train ticket
1793|Public Transport|Transportation|single subway ticket
1794|Public Transport|Transportation|one way bus
1795|Public Transport|Transportation|one way train
1796|Public Transport|Transportation|one way subway
1797|Public Transport|Transportation|bus single
1798|Public Transport|Transportation|train single
1799|Public Transport|Transportation|subway single
1800|Public Transport|Transportation|single journey
1801|Public Transport|Transportation|monthly pass bus
1802|Public Transport|Transportation|monthly pass train
1803|Public Transport|Transportation|monthly pass subway
1804|Public Transport|Transportation|monthly bus pass
1805|Public Transport|Transportation|monthly train pass
1806|Public Transport|Transportation|monthly subway pass
1807|Public Transport|Transportation|bus monthly
1808|Public Transport|Transportation|train monthly
1809|Public Transport|Transportation|subway monthly
1810|Public Transport|Transportation|monthly travel
1811|Public Transport|Transportation|weekly pass bus
1812|Public Transport|Transportation|weekly pass train
1813|Public Transport|Transportation|weekly pass subway
1814|Public Transport|Transportation|weekly bus pass
1815|Public Transport|Transportation|weekly train pass
1816|Public Transport|Transportation|weekly subway pass
1817|Public Transport|Transportation|bus weekly
1818|Public Transport|Transportation|train weekly
1819|Public Transport|Transportation|subway weekly
1820|Public Transport|Transportation|weekly travel
1821|Public Transport|Transportation|daily pass bus
1822|Public Transport|Transportation|daily pass train
1823|Public Transport|Transportation|daily pass subway
1824|Public Transport|Transportation|daily bus pass
1825|Public Transport|Transportation|daily train pass
1826|Public Transport|Transportation|daily subway pass
1827|Public Transport|Transportation|bus daily
1828|Public Transport|Transportation|train daily
1829|Public Transport|Transportation|subway daily
1830|Public Transport|Transportation|daily travel
1831|Public Transport|Transportation|student bus ticket
1832|Public Transport|Transportation|student train ticket
1833|Public Transport|Transportation|student subway ticket
1834|Public Transport|Transportation|child bus ticket
1835|Public Transport|Transportation|child train ticket
1836|Public Transport|Transportation|child subway ticket
1837|Public Transport|Transportation|senior bus ticket
1838|Public Transport|Transportation|senior train ticket
1839|Public Transport|Transportation|senior subway ticket
1840|Public Transport|Transportation|discount ticket
1841|Public Transport|Transportation|bus ticket purchase
1842|Public Transport|Transportation|train ticket purchase
1843|Public Transport|Transportation|subway ticket purchase
1844|Public Transport|Transportation|bought bus ticket
1845|Public Transport|Transportation|bought train ticket
1846|Public Transport|Transportation|bought subway ticket
1847|Public Transport|Transportation|bus ticket bought
1848|Public Transport|Transportation|train ticket bought
1849|Public Transport|Transportation|subway ticket bought
1850|Public Transport|Transportation|ticket purchase
1851|Public Transport|Transportation|lost bus ticket
1852|Public Transport|Transportation|lost train ticket
1853|Public Transport|Transportation|lost subway ticket
1854|Public Transport|Transportation|bus ticket lost
1855|Public Transport|Transportation|train ticket lost
1856|Public Transport|Transportation|subway ticket lost
1857|Public Transport|Transportation|lost my ticket
1858|Public Transport|Transportation|missing ticket
1859|Public Transport|Transportation|ticket lost
1860|Public Transport|Transportation|where's my ticket?
1861|Public Transport|Transportation|tram
1862|Public Transport|Transportation|streetcar
1863|Public Transport|Transportation|trolleybus
1864|Public Transport|Transportation|light rail
1865|Public Transport|Transportation|metro
1866|Public Transport|Transportation|rapid transit
1867|Public Transport|Transportation|commuter rail
1868|Public Transport|Transportation|intercity rail
1869|Public Transport|Transportation|high-speed rail
1870|Public Transport|Transportation|railway
1871|Public Transport|Transportation|bus number 10
1872|Public Transport|Transportation|train line A
1873|Public Transport|Transportation|subway line 2
1874|Public Transport|Transportation|bus route 25
1875|Public Transport|Transportation|train service X
1876|Public Transport|Transportation|subway station Y
1877|Public Transport|Transportation|bus stop Z
1878|Public Transport|Transportation|train platform 1
1879|Public Transport|Transportation|subway entrance 3
1880|Public Transport|Transportation|public transportation route
1881|Public Transport|Transportation|travel by bus
1882|Public Transport|Transportation|travel by train
1883|Public Transport|Transportation|travel by subway
1884|Public Transport|Transportation|took the bus
1885|Public Transport|Transportation|took the train
1886|Public Transport|Transportation|took the subway
1887|Public Transport|Transportation|rode the bus
1888|Public Transport|Transportation|rode the train
1889|Public Transport|Transportation|rode the subway
1890|Public Transport|Transportation|used public transport
1891|Public Transport|Transportation|late for the bus
1892|Public Transport|Transportation|late for the train
1893|Public Transport|Transportation|late for the subway
1894|Public Transport|Transportation|missed my bus
1895|Public Transport|Transportation|missed my train
1896|Public Transport|Transportation|missed my subway
1897|Public Transport|Transportation|bus delay
1898|Public Transport|Transportation|train delay
1899|Public Transport|Transportation|subway delay
1900|Public Transport|Transportation|transport delay
1901|Public Transport|Transportation|long bus journey
1902|Public Transport|Transportation|long train journey
1903|Public Transport|Transportation|long subway journey
1904|Public Transport|Transportation|long commute
1905|Public Transport|Transportation|long trip
1906|Public Transport|Transportation|far to travel
1907|Public Transport|Transportation|extensive travel
1908|Public Transport|Transportation|travel time
1909|Public Transport|Transportation|journey time
1910|Public Transport|Transportation|duration of travel
1911|Public Transport|Transportation|transfer
1912|Public Transport|Transportation|change
1913|Public Transport|Transportation|connection
1914|Public Transport|Transportation|interchange
1915|Public Transport|Transportation|switch
1916|Public Transport|Transportation|connecting bus
1917|Public Transport|Transportation|connecting train
1918|Public Transport|Transportation|connecting subway
1919|Public Transport|Transportation|change of transport
1920|Public Transport|Transportation|transit connection
1921|Public Transport|Transportation|bus ticket cost
1922|Public Transport|Transportation|train ticket price
1923|Public Transport|Transportation|subway ticket fare
1924|Public Transport|Transportation|bus fare cost
1925|Public Transport|Transportation|train fare price
1926|Public Transport|Transportation|subway fare cost
1927|Public Transport|Transportation|cost of travel
1928|Public Transport|Transportation|travel expense
1929|Public Transport|Transportation|transport cost
1930|Public Transport|Transportation|ticket price
1931|Public Transport|Transportation|bus schedule
1932|Public Transport|Transportation|train timetable
1933|Public Transport|Transportation|subway schedule
1934|Public Transport|Transportation|bus times
1935|Public Transport|Transportation|train times
1936|Public Transport|Transportation|subway times
1937|Public Transport|Transportation|transport schedule
1938|Public Transport|Transportation|travel schedule
1939|Public Transport|Transportation|public transportation schedule
1940|Public Transport|Transportation|when is the next bus?
1941|Public Transport|Transportation|transport card
1942|Public Transport|Transportation|travel card
1943|Public Transport|Transportation|fare card
1944|Public Transport|Transportation|transit card
1945|Public Transport|Transportation|smart card
1946|Public Transport|Transportation|payment card
1947|Public Transport|Transportation|public transport card
1948|Public Transport|Transportation|rechargeable card
1949|Public Transport|Transportation|contactless card
1950|Public Transport|Transportation|electronic ticket
1951|Public Transport|Transportation|bus stop near me
1952|Public Transport|Transportation|train station near me
1953|Public Transport|Transportation|subway station near me
1954|Public Transport|Transportation|nearest bus stop
1955|Public Transport|Transportation|nearest train station
1956|Public Transport|Transportation|nearest subway station
1957|Public Transport|Transportation|location of bus stop
1958|Public Transport|Transportation|location of train station
1959|Public Transport|Transportation|location of subway station
1960|Public Transport|Transportation|find transport
1961|Public Transport|Transportation|peak hour bus
1962|Public Transport|Transportation|peak hour train
1963|Public Transport|Transportation|peak hour subway
1964|Public Transport|Transportation|rush hour bus
1965|Public Transport|Transportation|rush hour train
1966|Public Transport|Transportation|rush hour subway
1967|Public Transport|Transportation|busy bus
1968|Public Transport|Transportation|busy train
1969|Public Transport|Transportation|busy subway
1970|Public Transport|Transportation|crowded transport
1971|Public Transport|Transportation|off-peak bus
1972|Public Transport|Transportation|off-peak train
1973|Public Transport|Transportation|off-peak subway
1974|Public Transport|Transportation|quiet bus
1975|Public Transport|Transportation|quiet train
1976|Public Transport|Transportation|quiet subway
1977|Public Transport|Transportation|empty bus
1978|Public Transport|Transportation|empty train
1979|Public Transport|Transportation|empty subway
1980|Public Transport|Transportation|less crowded transport
1981|Public Transport|Transportation|bus from city centre
1982|Public Transport|Transportation|train to airport
1983|Public Transport|Transportation|subway to downtown
1984|Public Transport|Transportation|bus to downtown
1985|Public Transport|Transportation|train from airport
1986|Public Transport|Transportation|subway from city centre
1987|Public Transport|Transportation|bus to my work
1988|Public Transport|Transportation|train to my home
1989|Public Transport|Transportation|subway to my school
1990|Public Transport|Transportation|transport to my destination
1991|Public Transport|Transportation|paid for bus ticket
1992|Public Transport|Transportation|paid for train ticket
1993|Public Transport|Transportation|paid for subway ticket
1994|Public Transport|Transportation|paid my fare
1995|Public Transport|Transportation|paid the fare
1996|Public Transport|Transportation|fare paid
1997|Public Transport|Transportation|ticket paid
1998|Public Transport|Transportation|transport paid for
1999|Public Transport|Transportation|travel paid
2000|Public Transport|Transportation|expense paid
2001|Ride-Sharing|Transportation|uber ride to work
2002|Ride-Sharing|Transportation|lyft to the airport
2003|Ride-Sharing|Transportation|uber eats order
2004|Ride-Sharing|Transportation|uber to meeting
2005|Ride-Sharing|Transportation|lyft home from dinner
2006|Ride-Sharing|Transportation|uber pool downtown
2007|Ride-Sharing|Transportation|lyft to the doctor
2008|Ride-Sharing|Transportation|uber xl to the game
2009|Ride-Sharing|Transportation|lyft ride to concert
2010|Ride-Sharing|Transportation|uber black to the wedding
2011|Ride-Sharing|Transportation|uber
2012|Ride-Sharing|Transportation|lyft
2013|Ride-Sharing|Transportation|uber trip
2014|Ride-Sharing|Transportation|lyft ride
2015|Ride-Sharing|Transportation|ride share
2016|Ride-Sharing|Transportation|rideshare
2017|Ride-Sharing|Transportation|uberx
2018|Ride-Sharing|Transportation|lyft plus
2019|Ride-Sharing|Transportation|uber comfort
2020|Ride-Sharing|Transportation|lyft premier
2021|Ride-Sharing|Transportation|uber to john's house
2022|Ride-Sharing|Transportation|lyft from the mall
2023|Ride-Sharing|Transportation|uber to the restaurant
2024|Ride-Sharing|Transportation|lyft from the train station
2025|Ride-Sharing|Transportation|uber to the hotel
2026|Ride-Sharing|Transportation|lyft home from work
2027|Ride-Sharing|Transportation|uber to my friend's place
2028|Ride-Sharing|Transportation|lyft to the party
2029|Ride-Sharing|Transportation|uber back home
2030|Ride-Sharing|Transportation|lyft to the shop
2031|Ride-Sharing|Transportation|$25 uber
2032|Ride-Sharing|Transportation|$15 lyft
2033|Ride-Sharing|Transportation|uber fare $40
2034|Ride-Sharing|Transportation|lyft cost $30
2035|Ride-Sharing|Transportation|expensive uber ride
2036|Ride-Sharing|Transportation|cheap lyft
2037|Ride-Sharing|Transportation|uber price
2038|Ride-Sharing|Transportation|lyft fee
2039|Ride-Sharing|Transportation|ride share cost
2040|Ride-Sharing|Transportation|rideshare expense
2041|Ride-Sharing|Transportation|uber to 123 Main st
2042|Ride-Sharing|Transportation|lyft to 456 Oak ave
2043|Ride-Sharing|Transportation|uber to the office
2044|Ride-Sharing|Transportation|lyft to the gym
2045|Ride-Sharing|Transportation|uber to the airport terminal
2046|Ride-Sharing|Transportation|lyft to the train station platform
2047|Ride-Sharing|Transportation|uber to the hospital
2048|Ride-Sharing|Transportation|lyft to the stadium
2049|Ride-Sharing|Transportation|uber to the store
2050|Ride-Sharing|Transportation|lyft to the park
2051|Ride-Sharing|Transportation|late night uber
2052|Ride-Sharing|Transportation|early morning lyft
2053|Ride-Sharing|Transportation|uber during rush hour
2054|Ride-Sharing|Transportation|lyft in bad weather
2055|Ride-Sharing|Transportation|uber surge pricing
2056|Ride-Sharing|Transportation|lyft peak pricing
2057|Ride-Sharing|Transportation|expensive ride share
2058|Ride-Sharing|Transportation|cheap ride
2059|Ride-Sharing|Transportation|convenient ride
2060|Ride-Sharing|Transportation|fast ride
2061|Ride-Sharing|Transportation|uber app
2062|Ride-Sharing|Transportation|lyft app
2063|Ride-Sharing|Transportation|ride share app
2064|Ride-Sharing|Transportation|requesting an uber
2065|Ride-Sharing|Transportation|booking a lyft
2066|Ride-Sharing|Transportation|canceling an uber
2067|Ride-Sharing|Transportation|rating a lyft
2068|Ride-Sharing|Transportation|paying with uber
2069|Ride-Sharing|Transportation|paying with lyft
2070|Ride-Sharing|Transportation|ride share payment
2071|Ride-Sharing|Transportation|uber driver was great
2072|Ride-Sharing|Transportation|lyft driver was friendly
2073|Ride-Sharing|Transportation|bad uber experience
2074|Ride-Sharing|Transportation|good lyft experience
2075|Ride-Sharing|Transportation|uber driver rating
2076|Ride-Sharing|Transportation|lyft driver tip
2077|Ride-Sharing|Transportation|uber driver info
2078|Ride-Sharing|Transportation|lyft driver contact
2079|Ride-Sharing|Transportation|ride share driver
2080|Ride-Sharing|Transportation|driver rating
2081|Ride-Sharing|Transportation|round trip uber
2082|Ride-Sharing|Transportation|one way lyft
2083|Ride-Sharing|Transportation|uber to and from
2084|Ride-Sharing|Transportation|lyft there and back
2085|Ride-Sharing|Transportation|round trip ride share
2086|Ride-Sharing|Transportation|round trip
2087|Ride-Sharing|Transportation|one way trip
2088|Ride-Sharing|Transportation|return trip
2089|Ride-Sharing|Transportation|going and coming back
2090|Ride-Sharing|Transportation|travel expenses
2091|Ride-Sharing|Transportation|shared uber ride
2092|Ride-Sharing|Transportation|shared lyft ride
2093|Ride-Sharing|Transportation|uber pool
2094|Ride-Sharing|Transportation|lyft line
2095|Ride-Sharing|Transportation|shared ride
2096|Ride-Sharing|Transportation|split fare
2097|Ride-Sharing|Transportation|ride splitting
2098|Ride-Sharing|Transportation|cost sharing
2099|Ride-Sharing|Transportation|group ride
2100|Ride-Sharing|Transportation|multi person ride
2101|Ride-Sharing|Transportation|uber pickup
2102|Ride-Sharing|Transportation|lyft pickup
2103|Ride-Sharing|Transportation|uber dropoff
2104|Ride-Sharing|Transportation|lyft dropoff
2105|Ride-Sharing|Transportation|pickup location
2106|Ride-Sharing|Transportation|drop off location
2107|Ride-Sharing|Transportation|waiting for uber
2108|Ride-Sharing|Transportation|waiting for lyft
2109|Ride-Sharing|Transportation|ride pickup
2110|Ride-Sharing|Transportation|ride drop off
2111|Ride-Sharing|Transportation|estimate uber fare
2112|Ride-Sharing|Transportation|estimate lyft fare
2113|Ride-Sharing|Transportation|fare estimate
2114|Ride-Sharing|Transportation|cost estimate
2115|Ride-Sharing|Transportation|price estimate
2116|Ride-Sharing|Transportation|uber cost
2117|Ride-Sharing|Transportation|lyft cost
2118|Ride-Sharing|Transportation|ride share estimate
2119|Ride-Sharing|Transportation|ride cost
2120|Ride-Sharing|Transportation|trip cost
2121|Ride-Sharing|Transportation|uber receipt
2122|Ride-Sharing|Transportation|lyft receipt
2123|Ride-Sharing|Transportation|ride share receipt
2124|Ride-Sharing|Transportation|trip receipt
2125|Ride-Sharing|Transportation|fare receipt
2126|Ride-Sharing|Transportation|expense report
2127|Ride-Sharing|Transportation|payment receipt
2128|Ride-Sharing|Transportation|digital receipt
2129|Ride-Sharing|Transportation|electronic receipt
2130|Ride-Sharing|Transportation|transaction receipt
2131|Ride-Sharing|Transportation|uber promo code
2132|Ride-Sharing|Transportation|lyft promo code
2133|Ride-Sharing|Transportation|discount code
2134|Ride-Sharing|Transportation|coupon code
2135|Ride-Sharing|Transportation|promotional code
2136|Ride-Sharing|Transportation|ride share discount
2137|Ride-Sharing|Transportation|ride discount
2138|Ride-Sharing|Transportation|save money
2139|Ride-Sharing|Transportation|cheap ride share
2140|Ride-Sharing|Transportation|affordable ride
2141|Ride-Sharing|Transportation|late uber
2142|Ride-Sharing|Transportation|delayed lyft
2143|Ride-Sharing|Transportation|missed uber
2144|Ride-Sharing|Transportation|missed lyft
2145|Ride-Sharing|Transportation|ride delay
2146|Ride-Sharing|Transportation|traffic delay
2147|Ride-Sharing|Transportation|late arrival
2148|Ride-Sharing|Transportation|delayed ride
2149|Ride-Sharing|Transportation|ride delay
2150|Ride-Sharing|Transportation|unexpected delay
2151|Ride-Sharing|Transportation|airport ride share
2152|Ride-Sharing|Transportation|airport uber
2153|Ride-Sharing|Transportation|airport lyft
2154|Ride-Sharing|Transportation|airport transfer
2155|Ride-Sharing|Transportation|airport transportation
2156|Ride-Sharing|Transportation|airport ride
2157|Ride-Sharing|Transportation|airport travel
2158|Ride-Sharing|Transportation|airport shuttle
2159|Ride-Sharing|Transportation|travel to airport
2160|Ride-Sharing|Transportation|from airport
2161|Ride-Sharing|Transportation|uber to train station
2162|Ride-Sharing|Transportation|lyft to bus stop
2163|Ride-Sharing|Transportation|public transportation
2164|Ride-Sharing|Transportation|rideshare to transit
2165|Ride-Sharing|Transportation|connecting rides
2166|Ride-Sharing|Transportation|multi modal transport
2167|Ride-Sharing|Transportation|connecting transportation
2168|Ride-Sharing|Transportation|transit and rideshare
2169|Ride-Sharing|Transportation|transit to rideshare
2170|Ride-Sharing|Transportation|rideshare to transit
2171|Ride-Sharing|Transportation|business trip uber
2172|Ride-Sharing|Transportation|work related lyft
2173|Ride-Sharing|Transportation|business travel expenses
2174|Ride-Sharing|Transportation|work ride share
2175|Ride-Sharing|Transportation|professional travel
2176|Ride-Sharing|Transportation|corporate travel
2177|Ride-Sharing|Transportation|work expenses
2178|Ride-Sharing|Transportation|company ride
2179|Ride-Sharing|Transportation|business ride
2180|Ride-Sharing|Transportation|professional transportation
2181|Ride-Sharing|Transportation|night out uber
2182|Ride-Sharing|Transportation|evening lyft
2183|Ride-Sharing|Transportation|party transportation
2184|Ride-Sharing|Transportation|night time ride
2185|Ride-Sharing|Transportation|social ride
2186|Ride-Sharing|Transportation|weekend ride
2187|Ride-Sharing|Transportation|fun ride
2188|Ride-Sharing|Transportation|leisure travel
2189|Ride-Sharing|Transportation|entertainment transportation
2190|Ride-Sharing|Transportation|night out transport
2191|Ride-Sharing|Transportation|shopping uber
2192|Ride-Sharing|Transportation|mall lyft
2193|Ride-Sharing|Transportation|shopping trip
2194|Ride-Sharing|Transportation|retail transportation
2195|Ride-Sharing|Transportation|store ride
2196|Ride-Sharing|Transportation|shopping transport
2197|Ride-Sharing|Transportation|shopping ride share
2198|Ride-Sharing|Transportation|mall transport
2199|Ride-Sharing|Transportation|shopping ride
2200|Ride-Sharing|Transportation|retail travel
2201|Ride-Sharing|Transportation|doctor's appointment uber
2202|Ride-Sharing|Transportation|hospital lyft
2203|Ride-Sharing|Transportation|medical appointment
2204|Ride-Sharing|Transportation|health care transportation
2205|Ride-Sharing|Transportation|medical ride
2206|Ride-Sharing|Transportation|health care travel
2207|Ride-Sharing|Transportation|doctor's visit
2208|Ride-Sharing|Transportation|hospital visit
2209|Ride-Sharing|Transportation|medical transportation
2210|Ride-Sharing|Transportation|health travel
2211|Ride-Sharing|Transportation|conference uber
2212|Ride-Sharing|Transportation|meeting lyft
2213|Ride-Sharing|Transportation|business meeting
2214|Ride-Sharing|Transportation|professional meeting
2215|Ride-Sharing|Transportation|work meeting
2216|Ride-Sharing|Transportation|corporate meeting
2217|Ride-Sharing|Transportation|conference transport
2218|Ride-Sharing|Transportation|meeting transport
2219|Ride-Sharing|Transportation|business transport
2220|Ride-Sharing|Transportation|professional transport
2221|Ride-Sharing|Transportation|vacation uber
2222|Ride-Sharing|Transportation|holiday lyft
2223|Ride-Sharing|Transportation|travel expenses
2224|Ride-Sharing|Transportation|vacation transportation
2225|Ride-Sharing|Transportation|travel ride
2226|Ride-Sharing|Transportation|holiday ride
2227|Ride-Sharing|Transportation|vacation transport
2228|Ride-Sharing|Transportation|holiday transport
2229|Ride-Sharing|Transportation|travel ride share
2230|Ride-Sharing|Transportation|vacation ride share
2231|Ride-Sharing|Transportation|unexpected uber
2232|Ride-Sharing|Transportation|emergency lyft
2233|Ride-Sharing|Transportation|last minute ride
2234|Ride-Sharing|Transportation|urgent ride
2235|Ride-Sharing|Transportation|quick ride
2236|Ride-Sharing|Transportation|instant ride
2237|Ride-Sharing|Transportation|needed ride
2238|Ride-Sharing|Transportation|immediate transport
2239|Ride-Sharing|Transportation|rush ride
2240|Ride-Sharing|Transportation|emergency transport
2241|Ride-Sharing|Transportation|long uber ride
2242|Ride-Sharing|Transportation|long lyft ride
2243|Ride-Sharing|Transportation|extended ride
2244|Ride-Sharing|Transportation|long trip
2245|Ride-Sharing|Transportation|far ride
2246|Ride-Sharing|Transportation|distant travel
2247|Ride-Sharing|Transportation|long distance travel
2248|Ride-Sharing|Transportation|long distance ride
2249|Ride-Sharing|Transportation|extensive travel
2250|Ride-Sharing|Transportation|long journey
2251|Ride-Sharing|Transportation|short uber ride
2252|Ride-Sharing|Transportation|short lyft ride
2253|Ride-Sharing|Transportation|quick trip
